Black Body Radiation Experiment Wed, Jan 21, 2026 9:45 AM
Sensor Position (Degrees)	Light Intensity (Volts)
35.43190	-0.00545
35.57656	-0.00550
35.95888	-0.00577
36.27921	-0.00578
36.47553	-0.00720
36.97152	-0.00744
37.26084	-0.00701
37.40550	-0.00703
37.84982	-0.00637
38.11848	-0.00583
38.26314	-0.00495
38.59380	-0.00464
38.83146	-0.00464
38.96579	-0.00514
39.38944	-0.00531
39.65810	-0.00562
39.79243	-0.00677
40.09209	-0.00654
40.28842	-0.00634
40.38141	-0.00686
40.68107	-0.00586
40.88773	-0.00471
40.97039	-0.00488
41.28038	-0.00452
41.45605	-0.00492
41.52838	-0.00575
41.80737	-0.00524
41.98303	-0.00576
42.07603	-0.00699
42.36535	-0.00665
42.57201	-0.00641
42.67534	-0.00690
43.00600	-0.00627
43.25399	-0.00602
43.38832	-0.00600
43.78097	-0.00430
44.01863	-0.00428
44.13230	-0.00507
44.49395	-0.00428
44.73161	-0.00420
44.83494	-0.00504
45.17593	-0.00434
45.41359	-0.00425
45.52725	-0.00497
45.86824	-0.00465
46.09557	-0.00465
46.18857	-0.00471
46.56055	-0.00369
46.80855	-0.00426
46.92221	-0.00468
47.28386	-0.00423
47.51119	-0.00450
47.61452	-0.00555
47.92451	-0.00588
48.14150	-0.00605
48.23450	-0.00584
48.53416	-0.00521
48.75115	-0.00463
48.88548	-0.00419
49.23680	-0.00399
49.44346	-0.00395
49.53646	-0.00322
49.84645	-0.00375
50.10478	-0.00408
50.22877	-0.00402
50.56976	-0.00386
50.74542	-0.00358
50.84875	-0.00412
51.15874	-0.00376
51.37574	-0.00418
51.48940	-0.00521
51.87172	-0.00679
52.11971	-0.00740
52.25404	-0.00681
52.61570	-0.00775
52.88436	-0.00681
52.99802	-0.00566
53.38034	-0.00517
53.63867	-0.00526
53.79366	-0.00559
54.16565	-0.00484
54.43431	-0.00556
54.56864	-0.00710
54.97163	-0.00844
55.26095	-0.00885
55.39528	-0.00818
55.81893	-0.00926
56.08759	-0.00867
56.22192	-0.00839
56.62491	-0.00811
56.89357	-0.00707
57.00723	-0.00684
57.42055	-0.00623
57.69954	-0.00653
57.83387	-0.00706
58.22652	-0.00727
58.49518	-0.00711
58.61918	-0.00700
59.03250	-0.00728
59.30116	-0.00751
59.44582	-0.00748
59.86947	-0.00802
60.17946	-0.00777
60.32413	-0.00824
60.74778	-0.00817
61.05777	-0.00805
61.21276	-0.00786
61.64675	-0.00884
61.96707	-0.00904
62.10140	-0.00813
62.59739	-0.00755
62.86605	-0.00813
63.01071	-0.00803
63.47569	-0.00856
63.80635	-0.00794
63.98201	-0.00862
64.49866	-0.00847
64.80865	-0.00956
64.98431	-0.01054
65.44930	-0.01161
65.79029	-0.01156
65.94528	-0.01069
66.66860	-0.01047
67.13358	-0.01050
67.37124	-0.01037
68.00155	-0.01014
68.36321	-0.00918
68.52854	-0.01004
69.01419	-0.00943
69.31385	-0.00970
69.46884	-0.00902
69.90283	-0.00830
70.20249	-0.00837
70.35748	-0.00802
70.76047	-0.00772
71.00846	-0.00842
71.15312	-0.00909
71.56644	-0.00956
71.84543	-0.00972
71.99010	-0.01110
72.39308	-0.01091
72.67208	-0.01054
72.84774	-0.01110
73.31272	-0.01079
73.63305	-0.01119
73.79837	-0.01100
74.30469	-0.01061
74.64568	-0.01038
74.81101	-0.00992
75.28633	-0.00982
75.58599	-0.00979
75.75131	-0.01405
76.18530	-0.03683
76.44363	-0.03223
76.58829	-0.00174
77.02227	0.05272
77.32193	0.10890
77.48726	0.15982
77.91091	0.20361
78.20024	0.23273
78.36557	0.24393
79.08888	0.23723
79.44020	0.20970
79.61586	0.15939
80.11184	0.09626
80.43217	0.06759
80.58716	0.05192
81.04182	0.04674
81.36214	0.03829
81.51713	0.03067
82.02345	0.02569
82.37477	0.01945
82.51944	0.01451
82.97409	0.01111
83.27375	0.00815
83.41841	0.00496
83.87306	0.00335
84.21405	0.00244
84.36905	0.00026
84.79270	-0.00126
85.18535	-0.00234
85.36101	-0.00387
85.91900	-0.00514
86.28065	-0.00582
86.44598	-0.00625
86.99363	-0.00616
87.39662	-0.00569
87.55161	-0.00594
88.08893	-0.00630
88.48158	-0.00670
88.67791	-0.00716
89.28756	-0.00768
89.69055	-0.00822
89.85588	-0.00879
90.42419	-0.00935
