Black Body Radiation Experiment Wed, Jan 21, 2026 9:46 AM
Sensor Position (Degrees)	Light Intensity (Volts)
68.07389	-0.00895
68.24955	-0.00884
68.34254	-0.00880
68.62153	-0.00914
68.80753	-0.00953
68.91086	-0.01084
69.22085	-0.01137
69.39651	-0.01241
69.51017	-0.01172
69.86150	-0.01134
70.13015	-0.01102
70.27482	-0.01180
70.62614	-0.01277
70.88446	-0.01316
71.03946	-0.01246
71.46311	-0.01201
71.74210	-0.01219
71.89710	-0.01220
72.33109	-0.01212
72.62041	-0.01215
72.78574	-0.01209
73.20939	-0.01176
73.48838	-0.01195
73.65371	-0.01297
74.07737	-0.01337
74.34602	-0.01249
74.73868	-0.01098
75.00734	-0.01069
75.16233	-0.01072
75.55499	-0.01044
75.79265	-0.01158
75.93731	-0.01881
76.32996	-0.03394
76.55729	-0.02812
76.69162	-0.00252
77.09460	0.04174
77.37360	0.08853
77.50793	0.13052
77.91091	0.16617
78.15891	0.18978
78.30357	0.20053
78.86155	0.19542
79.17154	0.17208
79.34720	0.12976
79.75019	0.08316
80.04985	0.05866
80.18418	0.04495
80.64916	0.03976
80.95915	0.03079
81.09348	0.02322
81.55847	0.01893
81.85812	0.01397
82.01312	0.01065
82.42644	0.00790
82.71576	0.00463
82.85009	0.00070
83.29441	-0.00122
83.59407	-0.00259
83.73873	-0.00446
84.16239	-0.00546
84.41038	-0.00620
84.55504	-0.00570
84.96836	-0.00535
85.24735	-0.00573
85.38168	-0.00519
85.77434	-0.00490
86.06366	-0.00563
86.21865	-0.00649
86.66297	-0.00709
86.97296	-0.00860
87.10729	-0.00928
87.60328	-0.00993
87.93393	-0.01044
88.08893	-0.01025
88.50225	-0.01064
88.76058	-0.01045
88.88457	-0.01017
89.27723	-0.00984
89.59755	-0.00951
89.75255	-0.00923
90.19686	-0.00905
