Black Body Radiation Experiment Wed, Jan 21, 2026 10:13 AM
Sensor Position (Degrees)	Light Intensity (Volts)
25.60520	0.00594
25.69820	0.00603
25.74987	0.00604
25.89453	0.00609
25.99786	0.00608
26.05986	0.00598
26.24585	0.00564
26.35951	0.00513
26.42151	0.00450
26.58684	0.00400
26.67984	0.00366
26.72117	0.00317
26.83483	0.00287
26.90716	0.00257
26.93816	0.00216
27.03116	0.00176
27.09316	0.00140
27.13449	0.00117
27.22749	0.00099
27.32048	0.00103
27.36182	0.00139
27.48581	0.00208
27.56848	0.00280
27.62014	0.00346
27.76480	0.00403
27.85780	0.00424
27.90947	0.00418
28.05413	0.00394
28.17812	0.00353
28.24012	0.00299
28.41578	0.00239
28.51911	0.00189
28.58111	0.00161
28.74644	0.00141
28.83944	0.00139
28.89110	0.00147
29.03576	0.00152
29.12876	0.00156
29.18043	0.00158
29.34575	0.00154
29.43875	0.00145
29.50075	0.00141
29.69708	0.00146
29.81074	0.00163
29.88307	0.00196
30.05873	0.00250
